ST_length	        length	            misc,raw,lengthdep
PH_Walker_momentum_5.w_ac2	PH_Walker_momentum_5_w_ac2	trend
PH_Walker_momentum_5.w_tau	PH_Walker_momentum_5_w_tau	trend
PH_Walker_momentum_5.w_min	PH_Walker_momentum_5_w_min	trend
PH_Walker_momentum_5.w_max	PH_Walker_momentum_5_w_max	trend
PH_Walker_momentum_5.w_propzcross	PH_Walker_momentum_5_w_momentumzcross	trend
PH_Walker_momentum_5.sw_meanabsdiff	PH_Walker_momentum_5_sw_meanabsdiff	trend
PH_Walker_momentum_5.sw_taudiff	PH_Walker_momentum_5_sw_taudiff	trend
PH_Walker_momentum_5.sw_ac1rat	PH_Walker_momentum_5_sw_ac1rat	trend
PH_Walker_momentum_5.sw_minrat	PH_Walker_momentum_5_sw_minrat	trend
PH_Walker_momentum_5.sw_maxrat	PH_Walker_momentum_5_sw_maxrat	trend
PH_Walker_momentum_5.sw_propcross	PH_Walker_momentum_5_sw_propcross	trend
PH_Walker_momentum_5.sw_ansarib_pval	PH_Walker_momentum_5_sw_ansarib_pval	trend
PH_Walker_momentum_5.sw_distdiff	PH_Walker_momentum_5_sw_distdiff	trend
PH_Walker_momentum_5.res_runstest	PH_Walker_momentum_5_res_runstest	trend
PH_Walker_momentum_5.res_swss5_1	PH_Walker_momentum_5_swss5_1	trend
PH_Walker_momentum_5.res_ac1	PH_Walker_momentum_5_res_ac1	trend
PH_Walker_runningvar_15_50.w_mean	PH_Walker_runningvar_15_50_w_mean	trend
PH_Walker_runningvar_15_50.w_median	PH_Walker_runningvar_15_50_w_median	trend
PH_Walker_runningvar_15_50.w_std	PH_Walker_runningvar_15_50_w_std	trend
PH_Walker_runningvar_15_50.w_ac1	PH_Walker_runningvar_15_50_w_ac1	trend
PH_Walker_runningvar_15_50.w_ac2	PH_Walker_runningvar_15_50_w_ac2	trend
PH_Walker_runningvar_15_50.w_tau	PH_Walker_runningvar_15_50_w_tau	trend
PH_Walker_runningvar_15_50.w_min	PH_Walker_runningvar_15_50_w_min	trend
PH_Walker_runningvar_15_50.w_max	PH_Walker_runningvar_15_50_w_max	trend
PH_Walker_runningvar_15_50.w_propzcross	PH_Walker_runningvar_15_50_w_propzcross	trend
PH_Walker_runningvar_15_50.sw_meanabsdiff	PH_Walker_runningvar_15_50_sw_meanabsdiff	trend
PH_Walker_runningvar_15_50.sw_taudiff	PH_Walker_runningvar_15_50_sw_taudiff	trend
PH_Walker_runningvar_15_50.sw_ac1rat	PH_Walker_runningvar_15_50_sw_ac1rat	trend
PH_Walker_runningvar_15_50.sw_minrat	PH_Walker_runningvar_15_50_sw_minrat	trend
PH_Walker_runningvar_15_50.sw_maxrat	PH_Walker_runningvar_15_50_sw_maxrat	trend
PH_Walker_runningvar_15_50.sw_propcross	PH_Walker_runningvar_15_50_sw_propcross	trend
PH_Walker_runningvar_15_50.sw_ansarib_pval	PH_Walker_runningvar_15_50_sw_ansarib_pval	trend
PH_Walker_runningvar_15_50.sw_distdiff	PH_Walker_runningvar_15_50_sw_distdiff	trend
PH_Walker_runningvar_15_50.res_runstest	PH_Walker_runningvar_15_50_res_runstest	trend
PH_Walker_runningvar_15_50.res_swss5_1	PH_Walker_runningvar_15_50_swss5_1	trend
PH_Walker_runningvar_15_50.res_ac1	PH_Walker_runningvar_15_50_res_ac1	trend
EN_SampEn_5_005.sampen0	EN_SampEn_5_005_sampen0	entropy,sampen
EN_SampEn_5_005.sampen1	EN_SampEn_5_005_sampen1	entropy,sampen
EN_SampEn_5_005.sampen2	EN_SampEn_5_005_sampen2	entropy,sampen
EN_SampEn_5_005.sampen3	EN_SampEn_5_005_sampen3	entropy,sampen
EN_SampEn_5_005.sampen4	EN_SampEn_5_005_sampen4	entropy,sampen
EN_SampEn_5_005.sampen5	EN_SampEn_5_005_sampen5	entropy,sampen
EN_SampEn_5_005.meanchsampen	EN_SampEn_5_005_meanchsampen	entropy,sampen
EN_SampEn_5_01.sampen0	EN_SampEn_5_01_sampen0	entropy,sampen
EN_SampEn_5_01.sampen1	EN_SampEn_5_01_sampen1	entropy,sampen
EN_SampEn_5_01.sampen2	EN_SampEn_5_01_sampen2	entropy,sampen
EN_SampEn_5_01.sampen3	EN_SampEn_5_01_sampen3	entropy,sampen
EN_SampEn_5_01.sampen4	EN_SampEn_5_01_sampen4	entropy,sampen
EN_SampEn_5_01.sampen5	EN_SampEn_5_01_sampen5	entropy,sampen
EN_SampEn_5_01.meanchsampen	EN_SampEn_5_01_meanchsampen	entropy,sampen
EN_SampEn_5_015.sampen0	EN_SampEn_5_015_sampen0	entropy,sampen
EN_SampEn_5_015.sampen1	EN_SampEn_5_015_sampen1	entropy,sampen
EN_SampEn_5_015.sampen2	EN_SampEn_5_015_sampen2	entropy,sampen
EN_SampEn_5_015.sampen3	EN_SampEn_5_015_sampen3	entropy,sampen
EN_SampEn_5_015.sampen4	EN_SampEn_5_015_sampen4	entropy,sampen
EN_SampEn_5_015.sampen5	EN_SampEn_5_015_sampen5	entropy,sampen
EN_SampEn_5_015.meanchsampen	EN_SampEn_5_015_meanchsampen	entropy,sampen
EN_SampEn_5_02.sampen0	EN_SampEn_5_02_sampen0	entropy,sampen
EN_SampEn_5_02.sampen1	EN_SampEn_5_02_sampen1	entropy,sampen
EN_SampEn_5_02.sampen2	EN_SampEn_5_02_sampen2	entropy,sampen
EN_SampEn_5_02.sampen3	EN_SampEn_5_02_sampen3	entropy,sampen
EN_SampEn_5_02.sampen4	EN_SampEn_5_02_sampen4	entropy,sampen
EN_SampEn_5_02.sampen5	EN_SampEn_5_02_sampen5	entropy,sampen
EN_SampEn_5_02.meanchsampen	EN_SampEn_5_02_meanchsampen	entropy,sampen
EN_SampEn_5_03.sampen0	EN_SampEn_5_03_sampen0	entropy,sampen
EN_SampEn_5_03.sampen1	EN_SampEn_5_03_sampen1	entropy,sampen
EN_SampEn_5_03.sampen2	EN_SampEn_5_03_sampen2	entropy,sampen
EN_SampEn_5_03.sampen3	EN_SampEn_5_03_sampen3	entropy,sampen
EN_SampEn_5_03.sampen4	EN_SampEn_5_03_sampen4	entropy,sampen
EN_SampEn_5_03.sampen5	EN_SampEn_5_03_sampen5	entropy,sampen
EN_SampEn_5_03.meanchsampen	EN_SampEn_5_03_meanchsampen	entropy,sampen
EN_SampEn_5_01_diff1.sampen0	EN_SampEn_5_01_diff1_sampen0	entropy,sampen,controlen
EN_SampEn_5_01_diff1.sampen1	EN_SampEn_5_01_diff1_sampen1	entropy,sampen,controlen
EN_SampEn_5_01_diff1.sampen2	EN_SampEn_5_01_diff1_sampen2	entropy,sampen,controlen
EN_SampEn_5_01_diff1.sampen3	EN_SampEn_5_01_diff1_sampen3	entropy,sampen,controlen
EN_SampEn_5_01_diff1.sampen4	EN_SampEn_5_01_diff1_sampen4	entropy,sampen,controlen
EN_SampEn_5_01_diff1.sampen5	EN_SampEn_5_01_diff1_sampen5	entropy,sampen,controlen
EN_SampEn_5_01_diff1.meanchsampen	EN_SampEn_5_01_diff1_meanchsampen	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen0	EN_SampEn_5_02_diff1_sampen0	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen1	EN_SampEn_5_02_diff1_sampen1	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen2	EN_SampEn_5_02_diff1_sampen2	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen3	EN_SampEn_5_02_diff1_sampen3	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen4	EN_SampEn_5_02_diff1_sampen4	entropy,sampen,controlen
EN_SampEn_5_02_diff1.sampen5	EN_SampEn_5_02_diff1_sampen5	entropy,sampen,controlen
EN_SampEn_5_02_diff1.meanchsampen	EN_SampEn_5_02_diff1_meanchsampen	entropy,sampen,controlen
EN_mse_1-10_2_015.sampen_s2         EN_mse_1-10_2_015_sampen_s2         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s3         EN_mse_1-10_2_015_sampen_s3         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s4         EN_mse_1-10_2_015_sampen_s4         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s5         EN_mse_1-10_2_015_sampen_s5         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s6         EN_mse_1-10_2_015_sampen_s6         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s7         EN_mse_1-10_2_015_sampen_s7         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s8         EN_mse_1-10_2_015_sampen_s8         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s9         EN_mse_1-10_2_015_sampen_s9         entropy,sampen,mse
EN_mse_1-10_2_015.sampen_s10        EN_mse_1-10_2_015_sampen_s10        entropy,sampen,mse
EN_mse_1-10_2_015.maxSampEn         EN_mse_1-10_2_015_maxSampEn         entropy,sampen,mse
EN_mse_1-10_2_015.maxScale          EN_mse_1-10_2_015_maxScale          entropy,sampen,mse
EN_mse_1-10_2_015.minSampEn         EN_mse_1-10_2_015_minSampEn         entropy,sampen,mse
EN_mse_1-10_2_015.minScale          EN_mse_1-10_2_015_minScale          entropy,sampen,mse
EN_mse_1-10_2_015.meanSampEn        EN_mse_1-10_2_015_meanSampEn        entropy,sampen,mse
EN_mse_1-10_2_015.stdSampEn         EN_mse_1-10_2_015_stdSampEn         entropy,sampen,mse
EN_mse_1-10_2_015.cvSampEn          EN_mse_1-10_2_015_cvSampEn          entropy,sampen,mse
EN_mse_1-10_2_015.meanch            EN_mse_1-10_2_015_meanch            entropy,sampen,mse
EN_mse_1-10_2_015_diff1.sampen_s1         EN_mse_1-10_2_015_diff1_sampen_s1         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s2         EN_mse_1-10_2_015_diff1_sampen_s2         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s3         EN_mse_1-10_2_015_diff1_sampen_s3         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s4         EN_mse_1-10_2_015_diff1_sampen_s4         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s5         EN_mse_1-10_2_015_diff1_sampen_s5         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s6         EN_mse_1-10_2_015_diff1_sampen_s6         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s7         EN_mse_1-10_2_015_diff1_sampen_s7         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s8         EN_mse_1-10_2_015_diff1_sampen_s8         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s9         EN_mse_1-10_2_015_diff1_sampen_s9         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.sampen_s10        EN_mse_1-10_2_015_diff1_sampen_s10        entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.maxSampEn         EN_mse_1-10_2_015_diff1_maxSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.maxScale          EN_mse_1-10_2_015_diff1_maxScale          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.minSampEn         EN_mse_1-10_2_015_diff1_minSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.minScale          EN_mse_1-10_2_015_diff1_minScale          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.meanSampEn        EN_mse_1-10_2_015_diff1_meanSampEn        entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.stdSampEn         EN_mse_1-10_2_015_diff1_stdSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.cvSampEn          EN_mse_1-10_2_015_diff1_cvSampEn          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_diff1.meanch            EN_mse_1-10_2_015_diff1_meanch            entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s1         EN_mse_1-10_2_015_rescale_tau_sampen_s1         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s2         EN_mse_1-10_2_015_rescale_tau_sampen_s2         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s3         EN_mse_1-10_2_015_rescale_tau_sampen_s3         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s4         EN_mse_1-10_2_015_rescale_tau_sampen_s4         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s5         EN_mse_1-10_2_015_rescale_tau_sampen_s5         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s6         EN_mse_1-10_2_015_rescale_tau_sampen_s6         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s7         EN_mse_1-10_2_015_rescale_tau_sampen_s7         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s8         EN_mse_1-10_2_015_rescale_tau_sampen_s8         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s9         EN_mse_1-10_2_015_rescale_tau_sampen_s9         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.sampen_s10        EN_mse_1-10_2_015_rescale_tau_sampen_s10        entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.maxSampEn         EN_mse_1-10_2_015_rescale_tau_maxSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.maxScale          EN_mse_1-10_2_015_rescale_tau_maxScale          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.minSampEn         EN_mse_1-10_2_015_rescale_tau_minSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.minScale          EN_mse_1-10_2_015_rescale_tau_minScale          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.meanSampEn        EN_mse_1-10_2_015_rescale_tau_meanSampEn        entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.stdSampEn         EN_mse_1-10_2_015_rescale_tau_stdSampEn         entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.cvSampEn          EN_mse_1-10_2_015_rescale_tau_cvSampEn          entropy,sampen,controlen,mse
EN_mse_1-10_2_015_rescale_tau.meanch            EN_mse_1-10_2_015_rescale_tau_meanch            entropy,sampen,controlen,mse
EN_Randomize_statdist.xcn1fexpa	EN_Randomize_statdist_xcn1fexpa	entropy,slow
EN_Randomize_statdist.xcn1fexpb	EN_Randomize_statdist_xcn1fexpb	entropy,slow
EN_Randomize_statdist.xcn1fexpr2	EN_Randomize_statdist_xcn1fexpr2	entropy,slow
EN_Randomize_statdist.xcn1fexprmse	EN_Randomize_statdist_xcn1fexprmse	entropy,slow
EN_Randomize_statdist.xcn1diff	EN_Randomize_statdist_xcn1diff	entropy,slow
EN_Randomize_statdist.xcn1hp	EN_Randomize_statdist_xcn1hp	entropy,slow
EN_Randomize_statdist.xc1fexpa	EN_Randomize_statdist_xc1fexpa	entropy,slow
EN_Randomize_statdist.xc1fexpb	EN_Randomize_statdist_xc1fexpb	entropy,slow
EN_Randomize_statdist.xc1fexpr2	EN_Randomize_statdist_xc1fexpr2	entropy,slow
EN_Randomize_statdist.xc1fexprmse	EN_Randomize_statdist_xc1fexprmse	entropy,slow
EN_Randomize_statdist.xc1diff	EN_Randomize_statdist_xc1diff	entropy,slow
EN_Randomize_statdist.xc1hp	EN_Randomize_statdist_xc1hp	entropy,slow
EN_Randomize_statdist.d1fexpa	EN_Randomize_statdist_d1fexpa	entropy,slow,lengthdep
EN_Randomize_statdist.d1fexpb	EN_Randomize_statdist_d1fexpb	entropy,slow
EN_Randomize_statdist.d1fexpc	EN_Randomize_statdist_d1fexpc	entropy,slow,lengthdep
EN_Randomize_statdist.d1fexpr2	EN_Randomize_statdist_d1fexpr2	entropy,slow
EN_Randomize_statdist.d1fexprmse	EN_Randomize_statdist_d1fexprmse	entropy,slow,lengthdep
EN_Randomize_statdist.d1hp	EN_Randomize_statdist_d1hp	entropy,slow
EN_Randomize_statdist.ac1fexpa	EN_Randomize_statdist_ac1fexpa	entropy,slow
EN_Randomize_statdist.ac1fexpb	EN_Randomize_statdist_ac1fexpb	entropy,slow
EN_Randomize_statdist.ac1fexpr2	EN_Randomize_statdist_ac1fexpr2	entropy,slow
EN_Randomize_statdist.ac1fexprmse	EN_Randomize_statdist_ac1fexprmse	entropy,slow
EN_Randomize_statdist.ac1diff	EN_Randomize_statdist_ac1diff	entropy,slow
EN_Randomize_statdist.ac1hp	EN_Randomize_statdist_ac1hp	entropy,slow
EN_Randomize_statdist.ac2fexpa	EN_Randomize_statdist_ac2fexpa	entropy,slow
EN_Randomize_statdist.ac2fexpb	EN_Randomize_statdist_ac2fexpb	entropy,slow
EN_Randomize_statdist.ac2fexpr2	EN_Randomize_statdist_ac2fexpr2	entropy,slow
EN_Randomize_statdist.ac2fexprmse	EN_Randomize_statdist_ac2fexprmse	entropy,slow
EN_Randomize_statdist.ac2diff	EN_Randomize_statdist_ac2diff	entropy,slow
EN_Randomize_statdist.ac2hp	EN_Randomize_statdist_ac2hp	entropy,slow
EN_Randomize_statdist.ac3fexpa	EN_Randomize_statdist_ac3fexpa	entropy,slow
EN_Randomize_statdist.ac3fexpb	EN_Randomize_statdist_ac3fexpb	entropy,slow
EN_Randomize_statdist.ac3fexpr2	EN_Randomize_statdist_ac3fexpr2	entropy,slow
EN_Randomize_statdist.ac3fexprmse	EN_Randomize_statdist_ac3fexprmse	entropy,slow
EN_Randomize_statdist.ac3diff	EN_Randomize_statdist_ac3diff	entropy,slow
EN_Randomize_statdist.ac3hp	EN_Randomize_statdist_ac3hp	entropy,slow
EN_Randomize_statdist.ac4fexpa	EN_Randomize_statdist_ac4fexpa	entropy,slow
EN_Randomize_statdist.ac4fexpb	EN_Randomize_statdist_ac4fexpb	entropy,slow
EN_Randomize_statdist.ac4fexpr2	EN_Randomize_statdist_ac4fexpr2	entropy,slow
EN_Randomize_statdist.ac4fexprmse	EN_Randomize_statdist_ac4fexprmse	entropy,slow
EN_Randomize_statdist.ac4diff	EN_Randomize_statdist_ac4diff	entropy,slow
EN_Randomize_statdist.ac4hp	EN_Randomize_statdist_ac4hp	entropy,slow
EN_Randomize_statdist.sampen2_015fexpa	EN_Randomize_statdist_sampen2_015fexpa	entropy,slow
EN_Randomize_statdist.sampen2_015fexpb	EN_Randomize_statdist_sampen2_015fexpb	entropy,slow
EN_Randomize_statdist.sampen2_015fexpc	EN_Randomize_statdist_sampen2_015fexpc	entropy,slow
EN_Randomize_statdist.sampen2_015fexpr2	EN_Randomize_statdist_sampen2_015fexpr2	entropy,slow
EN_Randomize_statdist.sampen2_015fexprmse	EN_Randomize_statdist_sampen2_015fexprmse	entropy,slow
EN_Randomize_statdist.sampen2_015diff	EN_Randomize_statdist_sampen2_015diff	entropy,slow
EN_Randomize_statdist.sampen2_015hp	EN_Randomize_statdist_sampen2_015hp	entropy,slow
EN_Randomize_statdist.statav5fexpa	EN_Randomize_statdist_statav5fexpa	entropy,slow
EN_Randomize_statdist.statav5fexpb	EN_Randomize_statdist_statav5fexpb	entropy,slow
EN_Randomize_statdist.statav5fexpc	EN_Randomize_statdist_statav5fexpc	entropy,slow
EN_Randomize_statdist.statav5fexpr2	EN_Randomize_statdist_statav5fexpr2	entropy,slow
EN_Randomize_statdist.statav5fexprmse	EN_Randomize_statdist_statav5fexprmse	entropy,slow
EN_Randomize_statdist.statav5diff	EN_Randomize_statdist_statav5diff	entropy,slow
EN_Randomize_statdist.statav5hp	EN_Randomize_statdist_statav5hp	entropy,slow
EN_Randomize_statdist.swss5_1fexpa	EN_Randomize_statdist_swss5_1fexpa	entropy,slow
EN_Randomize_statdist.swss5_1fexpb	EN_Randomize_statdist_swss5_1fexpb	entropy,slow
EN_Randomize_statdist.swss5_1fexpc	EN_Randomize_statdist_swss5_1fexpc	entropy,slow
EN_Randomize_statdist.swss5_1fexpr2	EN_Randomize_statdist_swss5_1fexpr2	entropy,slow
EN_Randomize_statdist.swss5_1fexprmse	EN_Randomize_statdist_swss5_1fexprmse	entropy,slow
EN_Randomize_statdist.swss5_1diff	EN_Randomize_statdist_swss5_1diff	entropy,slow
EN_Randomize_statdist.swss5_1hp	EN_Randomize_statdist_swss5_1hp	entropy,slow
EN_Randomize_dyndist.xcn1fexpa	EN_Randomize_dyndist_xcn1fexpa	entropy,slow
EN_Randomize_dyndist.xcn1fexpb	EN_Randomize_dyndist_xcn1fexpb	entropy,slow
EN_Randomize_dyndist.xcn1fexpr2	EN_Randomize_dyndist_xcn1fexpr2	entropy,slow
EN_Randomize_dyndist.xcn1fexprmse	EN_Randomize_dyndist_xcn1fexprmse	entropy,slow
EN_Randomize_dyndist.xcn1diff	EN_Randomize_dyndist_xcn1diff	entropy,slow
EN_Randomize_dyndist.xcn1hp	EN_Randomize_dyndist_xcn1hp	entropy,slow
EN_Randomize_dyndist.xc1fexpa	EN_Randomize_dyndist_xc1fexpa	entropy,slow
EN_Randomize_dyndist.xc1fexpb	EN_Randomize_dyndist_xc1fexpb	entropy,slow
EN_Randomize_dyndist.xc1fexpr2	EN_Randomize_dyndist_xc1fexpr2	entropy,slow
EN_Randomize_dyndist.xc1fexprmse	EN_Randomize_dyndist_xc1fexprmse	entropy,slow
EN_Randomize_dyndist.xc1diff	EN_Randomize_dyndist_xc1diff	entropy,slow
EN_Randomize_dyndist.xc1hp	EN_Randomize_dyndist_xc1hp	entropy,slow
EN_Randomize_dyndist.d1fexpa	EN_Randomize_dyndist_d1fexpa	entropy,slow,lengthdep
EN_Randomize_dyndist.d1fexpb	EN_Randomize_dyndist_d1fexpb	entropy,slow
EN_Randomize_dyndist.d1fexpc	EN_Randomize_dyndist_d1fexpc	entropy,slow,lengthdep
EN_Randomize_dyndist.d1fexpr2	EN_Randomize_dyndist_d1fexpr2	entropy,slow
EN_Randomize_dyndist.d1fexprmse	EN_Randomize_dyndist_d1fexprmse	entropy,slow,lengthdep
EN_Randomize_dyndist.d1hp	EN_Randomize_dyndist_d1hp	entropy,slow
EN_Randomize_dyndist.ac1fexpa	EN_Randomize_dyndist_ac1fexpa	entropy,slow
EN_Randomize_dyndist.ac1fexpb	EN_Randomize_dyndist_ac1fexpb	entropy,slow
EN_Randomize_dyndist.ac1fexpr2	EN_Randomize_dyndist_ac1fexpr2	entropy,slow
EN_Randomize_dyndist.ac1fexprmse	EN_Randomize_dyndist_ac1fexprmse	entropy,slow
EN_Randomize_dyndist.ac1diff	EN_Randomize_dyndist_ac1diff	entropy,slow
EN_Randomize_dyndist.ac1hp	EN_Randomize_dyndist_ac1hp	entropy,slow
EN_Randomize_dyndist.ac2fexpa	EN_Randomize_dyndist_ac2fexpa	entropy,slow
EN_Randomize_dyndist.ac2fexpb	EN_Randomize_dyndist_ac2fexpb	entropy,slow
EN_Randomize_dyndist.ac2fexpr2	EN_Randomize_dyndist_ac2fexpr2	entropy,slow
EN_Randomize_dyndist.ac2fexprmse	EN_Randomize_dyndist_ac2fexprmse	entropy,slow
EN_Randomize_dyndist.ac2diff	EN_Randomize_dyndist_ac2diff	entropy,slow
EN_Randomize_dyndist.ac2hp	EN_Randomize_dyndist_ac2hp	entropy,slow
EN_Randomize_dyndist.ac3fexpa	EN_Randomize_dyndist_ac3fexpa	entropy,slow
EN_Randomize_dyndist.ac3fexpb	EN_Randomize_dyndist_ac3fexpb	entropy,slow
EN_Randomize_dyndist.ac3fexpr2	EN_Randomize_dyndist_ac3fexpr2	entropy,slow
EN_Randomize_dyndist.ac3fexprmse	EN_Randomize_dyndist_ac3fexprmse	entropy,slow
EN_Randomize_dyndist.ac3diff	EN_Randomize_dyndist_ac3diff	entropy,slow
EN_Randomize_dyndist.ac3hp	EN_Randomize_dyndist_ac3hp	entropy,slow
EN_Randomize_dyndist.ac4fexpa	EN_Randomize_dyndist_ac4fexpa	entropy,slow
EN_Randomize_dyndist.ac4fexpb	EN_Randomize_dyndist_ac4fexpb	entropy,slow
EN_Randomize_dyndist.ac4fexpr2	EN_Randomize_dyndist_ac4fexpr2	entropy,slow
EN_Randomize_dyndist.ac4fexprmse	EN_Randomize_dyndist_ac4fexprmse	entropy,slow
EN_Randomize_dyndist.ac4diff	EN_Randomize_dyndist_ac4diff	entropy,slow
EN_Randomize_dyndist.ac4hp	EN_Randomize_dyndist_ac4hp	entropy,slow
EN_Randomize_dyndist.sampen2_015fexpa	EN_Randomize_dyndist_sampen2_015fexpa	entropy,slow
EN_Randomize_dyndist.sampen2_015fexpb	EN_Randomize_dyndist_sampen2_015fexpb	entropy,slow
EN_Randomize_dyndist.sampen2_015fexpc	EN_Randomize_dyndist_sampen2_015fexpc	entropy,slow
EN_Randomize_dyndist.sampen2_015fexpr2	EN_Randomize_dyndist_sampen2_015fexpr2	entropy,slow
EN_Randomize_dyndist.sampen2_015fexprmse	EN_Randomize_dyndist_sampen2_015fexprmse	entropy,slow
EN_Randomize_dyndist.sampen2_015diff	EN_Randomize_dyndist_sampen2_015diff	entropy,slow
EN_Randomize_dyndist.sampen2_015hp	EN_Randomize_dyndist_sampen2_015hp	entropy,slow
EN_Randomize_dyndist.statav5fexpa	EN_Randomize_dyndist_statav5fexpa	entropy,slow
EN_Randomize_dyndist.statav5fexpb	EN_Randomize_dyndist_statav5fexpb	entropy,slow
EN_Randomize_dyndist.statav5fexpc	EN_Randomize_dyndist_statav5fexpc	entropy,slow
EN_Randomize_dyndist.statav5fexpr2	EN_Randomize_dyndist_statav5fexpr2	entropy,slow
EN_Randomize_dyndist.statav5fexprmse	EN_Randomize_dyndist_statav5fexprmse	entropy,slow
EN_Randomize_dyndist.statav5diff	EN_Randomize_dyndist_statav5diff	entropy,slow
EN_Randomize_dyndist.statav5hp	EN_Randomize_dyndist_statav5hp	entropy,slow
EN_Randomize_dyndist.swss5_1fexpa	EN_Randomize_dyndist_swss5_1fexpa	entropy,slow
EN_Randomize_dyndist.swss5_1fexpb	EN_Randomize_dyndist_swss5_1fexpb	entropy,slow
EN_Randomize_dyndist.swss5_1fexpc	EN_Randomize_dyndist_swss5_1fexpc	entropy,slow
EN_Randomize_dyndist.swss5_1fexpr2	EN_Randomize_dyndist_swss5_1fexpr2	entropy,slow
EN_Randomize_dyndist.swss5_1fexprmse	EN_Randomize_dyndist_swss5_1fexprmse	entropy,slow
EN_Randomize_dyndist.swss5_1diff	EN_Randomize_dyndist_swss5_1diff	entropy,slow
EN_Randomize_dyndist.swss5_1hp	EN_Randomize_dyndist_swss5_1hp	entropy,slow
EN_Randomize_permute.xcn1fexpa	EN_Randomize_permute_xcn1fexpa	entropy,slow
EN_Randomize_permute.xcn1fexpb	EN_Randomize_permute_xcn1fexpb	entropy,slow
EN_Randomize_permute.xcn1fexpr2	EN_Randomize_permute_xcn1fexpr2	entropy,slow
EN_Randomize_permute.xcn1fexprmse	EN_Randomize_permute_xcn1fexprmse	entropy,slow
EN_Randomize_permute.xcn1diff	EN_Randomize_permute_xcn1diff	entropy,slow
EN_Randomize_permute.xcn1hp	EN_Randomize_permute_xcn1hp	entropy,slow
EN_Randomize_permute.xc1fexpa	EN_Randomize_permute_xc1fexpa	entropy,slow
EN_Randomize_permute.xc1fexpb	EN_Randomize_permute_xc1fexpb	entropy,slow
EN_Randomize_permute.xc1fexpr2	EN_Randomize_permute_xc1fexpr2	entropy,slow
EN_Randomize_permute.xc1fexprmse	EN_Randomize_permute_xc1fexprmse	entropy,slow
