ST_length	        length	            misc,raw,lengthdep
SP_Summaries_welch_rect.logarea_4_2     SP_Summaries_welch_rect_logarea_4_2    spectral
SP_Summaries_welch_rect.area_4_3        SP_Summaries_welch_rect_area_4_3    spectral
SP_Summaries_welch_rect.logarea_4_3     SP_Summaries_welch_rect_logarea_4_3    spectral
SP_Summaries_welch_rect.area_4_4        SP_Summaries_welch_rect_area_4_4    spectral
SP_Summaries_welch_rect.logarea_4_4     SP_Summaries_welch_rect_logarea_4_4    spectral
SP_Summaries_welch_rect.statav4_m       SP_Summaries_welch_rect_statav4_m    spectral
SP_Summaries_welch_rect.statav4_s       SP_Summaries_welch_rect_statav4_s    spectral
SP_Summaries_welch_rect.area_5_1        SP_Summaries_welch_rect_area_5_1    spectral
SP_Summaries_welch_rect.logarea_5_1     SP_Summaries_welch_rect_logarea_5_1    spectral
SP_Summaries_welch_rect.area_5_2        SP_Summaries_welch_rect_area_5_2    spectral
SP_Summaries_welch_rect.logarea_5_2     SP_Summaries_welch_rect_logarea_5_2    spectral
SP_Summaries_welch_rect.area_5_3        SP_Summaries_welch_rect_area_5_3    spectral
SP_Summaries_welch_rect.logarea_5_3     SP_Summaries_welch_rect_logarea_5_3    spectral
SP_Summaries_welch_rect.area_5_4        SP_Summaries_welch_rect_area_5_4    spectral
SP_Summaries_welch_rect.logarea_5_4     SP_Summaries_welch_rect_logarea_5_4    spectral
SP_Summaries_welch_rect.area_5_5        SP_Summaries_welch_rect_area_5_5    spectral
SP_Summaries_welch_rect.logarea_5_5     SP_Summaries_welch_rect_logarea_5_5    spectral
SP_Summaries_welch_rect.statav5_m       SP_Summaries_welch_rect_statav5_m    spectral
SP_Summaries_welch_rect.statav5_s       SP_Summaries_welch_rect_statav5_s    spectral
SP_Summaries_welch_rect.ncross_f05      SP_Summaries_welch_rect_ncross_f05    spectral
SP_Summaries_welch_rect.ncross_f01      SP_Summaries_welch_rect_ncross_f01    spectral
SP_Summaries_welch_rect.ncross_f02      SP_Summaries_welch_rect_ncross_f02    spectral
SP_Summaries_fft_logdev.maxS        SP_Summaries_fft_logdev_maxS    spectral
SP_Summaries_fft_logdev.maxw        SP_Summaries_fft_logdev_maxw    spectral
SP_Summaries_fft_logdev.maxWidth        SP_Summaries_fft_logdev_maxWidth    spectral
SP_Summaries_fft_logdev.numPeaks        SP_Summaries_fft_logdev_numPeaks    spectral
SP_Summaries_fft_logdev.numPromPeaks_1      SP_Summaries_fft_logdev_numPromPeaks_1    spectral
SP_Summaries_fft_logdev.numPromPeaks_2      SP_Summaries_fft_logdev_numPromPeaks_2    spectral
SP_Summaries_fft_logdev.numPromPeaks_5      SP_Summaries_fft_logdev_numPromPeaks_5    spectral
SP_Summaries_fft_logdev.numPeaks_overmean       SP_Summaries_fft_logdev_numPeaks_overmean    spectral
SP_Summaries_fft_logdev.maxProm     SP_Summaries_fft_logdev_maxProm    spectral
SP_Summaries_fft_logdev.meanProm_2      SP_Summaries_fft_logdev_meanProm_2    spectral
SP_Summaries_fft_logdev.meanPeakWidth_prom2     SP_Summaries_fft_logdev_meanPeakWidth_prom2    spectral
SP_Summaries_fft_logdev.width_weighted_prom     SP_Summaries_fft_logdev_width_weighted_prom    spectral
SP_Summaries_fft_logdev.peakPower_2     SP_Summaries_fft_logdev_peakPower_2    spectral
SP_Summaries_fft_logdev.peakPower_5     SP_Summaries_fft_logdev_peakPower_5    spectral
SP_Summaries_fft_logdev.peakPower_prom2     SP_Summaries_fft_logdev_peakPower_prom2    spectral
SP_Summaries_fft_logdev.w_weighted_peak     SP_Summaries_fft_logdev_w_weighted_peak    spectral
SP_Summaries_fft_logdev.w_weighted_peak_prom        SP_Summaries_fft_logdev_w_weighted_peak_prom    spectral
SP_Summaries_fft_logdev.numPeaks_50power        SP_Summaries_fft_logdev_numPeaks_50power    spectral
SP_Summaries_fft_logdev.peakpower_1     SP_Summaries_fft_logdev_peakpower_1    spectral
SP_Summaries_fft_logdev.iqr     SP_Summaries_fft_logdev_iqr    spectral
SP_Summaries_fft_logdev.logiqr      SP_Summaries_fft_logdev_logiqr    spectral
SP_Summaries_fft_logdev.q25     SP_Summaries_fft_logdev_q25    spectral
SP_Summaries_fft_logdev.median      SP_Summaries_fft_logdev_median    spectral
SP_Summaries_fft_logdev.q75     SP_Summaries_fft_logdev_q75    spectral
SP_Summaries_fft_logdev.std     SP_Summaries_fft_logdev_std    spectral
SP_Summaries_fft_logdev.stdlog      SP_Summaries_fft_logdev_stdlog    spectral
SP_Summaries_fft_logdev.logstd      SP_Summaries_fft_logdev_logstd    spectral
SP_Summaries_fft_logdev.mean        SP_Summaries_fft_logdev_mean    spectral
SP_Summaries_fft_logdev.logmean     SP_Summaries_fft_logdev_logmean    spectral
SP_Summaries_fft_logdev.mom3        SP_Summaries_fft_logdev_mom3    spectral
SP_Summaries_fft_logdev.mom4        SP_Summaries_fft_logdev_mom4    spectral
SP_Summaries_fft_logdev.mom5        SP_Summaries_fft_logdev_mom5    spectral
SP_Summaries_fft_logdev.ac1     SP_Summaries_fft_logdev_ac1    spectral
SP_Summaries_fft_logdev.ac2     SP_Summaries_fft_logdev_ac2    spectral
SP_Summaries_fft_logdev.tau     SP_Summaries_fft_logdev_tau    spectral
SP_Summaries_fft_logdev.wmax_5      SP_Summaries_fft_logdev_wmax_5    spectral
SP_Summaries_fft_logdev.wmax_10     SP_Summaries_fft_logdev_wmax_10    spectral
SP_Summaries_fft_logdev.wmax_25     SP_Summaries_fft_logdev_wmax_25    spectral
SP_Summaries_fft_logdev.centroid        SP_Summaries_fft_logdev_centroid    spectral
SP_Summaries_fft_logdev.wmax_75     SP_Summaries_fft_logdev_wmax_75    spectral
SP_Summaries_fft_logdev.wmax_90     SP_Summaries_fft_logdev_wmax_90    spectral
SP_Summaries_fft_logdev.wmax_95     SP_Summaries_fft_logdev_wmax_95    spectral
SP_Summaries_fft_logdev.wmax_99     SP_Summaries_fft_logdev_wmax_99    spectral
SP_Summaries_fft_logdev.w10_90      SP_Summaries_fft_logdev_w10_90    spectral
SP_Summaries_fft_logdev.w25_75      SP_Summaries_fft_logdev_w25_75    spectral
SP_Summaries_fft_logdev.fpoly2csS_p1        SP_Summaries_fft_logdev_fpoly2csS_p1    spectral
SP_Summaries_fft_logdev.fpoly2csS_p2        SP_Summaries_fft_logdev_fpoly2csS_p2    spectral
SP_Summaries_fft_logdev.fpoly2csS_p3        SP_Summaries_fft_logdev_fpoly2csS_p3    spectral
SP_Summaries_fft_logdev.fpoly2_sse      SP_Summaries_fft_logdev_fpoly2_sse    spectral
SP_Summaries_fft_logdev.fpoly2_r2       SP_Summaries_fft_logdev_fpoly2_r2    spectral
SP_Summaries_fft_logdev.fpoly2_rmse     SP_Summaries_fft_logdev_fpoly2_rmse    spectral
SP_Summaries_fft_logdev.fpolysat_a      SP_Summaries_fft_logdev_fpolysat_a    spectral
SP_Summaries_fft_logdev.fpolysat_b      SP_Summaries_fft_logdev_fpolysat_b    spectral
SP_Summaries_fft_logdev.fpolysat_r2     SP_Summaries_fft_logdev_fpolysat_r2    spectral
SP_Summaries_fft_logdev.fpolysat_rmse       SP_Summaries_fft_logdev_fpolysat_rmse    spectral
SP_Summaries_fft_logdev.spect_shann_ent     SP_Summaries_fft_logdev_spect_shann_ent    spectral
SP_Summaries_fft_logdev.spect_shann_ent_norm        SP_Summaries_fft_logdev_spect_shann_ent_norm    spectral
SP_Summaries_fft_logdev.sfm     SP_Summaries_fft_logdev_sfm    spectral
SP_Summaries_fft_logdev.areatopeak      SP_Summaries_fft_logdev_areatopeak    spectral
SP_Summaries_fft_logdev.ylogareatopeak      SP_Summaries_fft_logdev_ylogareatopeak    spectral
SP_Summaries_fft_logdev.linfitloglog_all_a1     SP_Summaries_fft_logdev_linfitloglog_all_a1    spectral
SP_Summaries_fft_logdev.linfitloglog_all_a2     SP_Summaries_fft_logdev_linfitloglog_all_a2    spectral
SP_Summaries_fft_logdev.linfitloglog_all_sigrat     SP_Summaries_fft_logdev_linfitloglog_all_sigrat    spectral
SP_Summaries_fft_logdev.linfitloglog_all_sigma      SP_Summaries_fft_logdev_linfitloglog_all_sigma    spectral
SP_Summaries_fft_logdev.linfitloglog_all_sea1       SP_Summaries_fft_logdev_linfitloglog_all_sea1    spectral
SP_Summaries_fft_logdev.linfitloglog_lf_a1      SP_Summaries_fft_logdev_linfitloglog_lf_a1    spectral
SP_Summaries_fft_logdev.linfitloglog_lf_a2      SP_Summaries_fft_logdev_linfitloglog_lf_a2    spectral
SP_Summaries_fft_logdev.linfitloglog_lf_sigrat      SP_Summaries_fft_logdev_linfitloglog_lf_sigrat    spectral
SP_Summaries_fft_logdev.linfitloglog_lf_sigma       SP_Summaries_fft_logdev_linfitloglog_lf_sigma    spectral
SP_Summaries_fft_logdev.linfitloglog_lf_sea1        SP_Summaries_fft_logdev_linfitloglog_lf_sea1    spectral
SP_Summaries_fft_logdev.linfitloglog_hf_a1      SP_Summaries_fft_logdev_linfitloglog_hf_a1    spectral
SP_Summaries_fft_logdev.linfitloglog_hf_a2      SP_Summaries_fft_logdev_linfitloglog_hf_a2    spectral
SP_Summaries_fft_logdev.linfitloglog_hf_sigrat      SP_Summaries_fft_logdev_linfitloglog_hf_sigrat    spectral
SP_Summaries_fft_logdev.linfitloglog_hf_sigma       SP_Summaries_fft_logdev_linfitloglog_hf_sigma    spectral
SP_Summaries_fft_logdev.linfitloglog_hf_sea1        SP_Summaries_fft_logdev_linfitloglog_hf_sea1    spectral
SP_Summaries_fft_logdev.linfitloglog_mf_a1      SP_Summaries_fft_logdev_linfitloglog_mf_a1    spectral
SP_Summaries_fft_logdev.linfitloglog_mf_a2      SP_Summaries_fft_logdev_linfitloglog_mf_a2    spectral
SP_Summaries_fft_logdev.linfitloglog_mf_sigrat      SP_Summaries_fft_logdev_linfitloglog_mf_sigrat    spectral
SP_Summaries_fft_logdev.linfitloglog_mf_sigma       SP_Summaries_fft_logdev_linfitloglog_mf_sigma    spectral
SP_Summaries_fft_logdev.linfitloglog_mf_sea1        SP_Summaries_fft_logdev_linfitloglog_mf_sea1    spectral
SP_Summaries_fft_logdev.linfitsemilog_all_a1        SP_Summaries_fft_logdev_linfitsemilog_all_a1    spectral
SP_Summaries_fft_logdev.linfitsemilog_all_a2        SP_Summaries_fft_logdev_linfitsemilog_all_a2    spectral
SP_Summaries_fft_logdev.linfitsemilog_all_sigrat        SP_Summaries_fft_logdev_linfitsemilog_all_sigrat    spectral
SP_Summaries_fft_logdev.linfitsemilog_all_sigma     SP_Summaries_fft_logdev_linfitsemilog_all_sigma    spectral
SP_Summaries_fft_logdev.linfitsemilog_all_sea1      SP_Summaries_fft_logdev_linfitsemilog_all_sea1    spectral
SP_Summaries_fft_logdev.area_2_1        SP_Summaries_fft_logdev_area_2_1    spectral
SP_Summaries_fft_logdev.logarea_2_1     SP_Summaries_fft_logdev_logarea_2_1    spectral
SP_Summaries_fft_logdev.area_2_2        SP_Summaries_fft_logdev_area_2_2    spectral
SP_Summaries_fft_logdev.logarea_2_2     SP_Summaries_fft_logdev_logarea_2_2    spectral
SP_Summaries_fft_logdev.statav2_m       SP_Summaries_fft_logdev_statav2_m    spectral
SP_Summaries_fft_logdev.statav2_s       SP_Summaries_fft_logdev_statav2_s    spectral
SP_Summaries_fft_logdev.area_3_1        SP_Summaries_fft_logdev_area_3_1    spectral
SP_Summaries_fft_logdev.logarea_3_1     SP_Summaries_fft_logdev_logarea_3_1    spectral
SP_Summaries_fft_logdev.area_3_2        SP_Summaries_fft_logdev_area_3_2    spectral
SP_Summaries_fft_logdev.logarea_3_2     SP_Summaries_fft_logdev_logarea_3_2    spectral
SP_Summaries_fft_logdev.area_3_3        SP_Summaries_fft_logdev_area_3_3    spectral
SP_Summaries_fft_logdev.logarea_3_3     SP_Summaries_fft_logdev_logarea_3_3    spectral
SP_Summaries_fft_logdev.statav3_m       SP_Summaries_fft_logdev_statav3_m    spectral
SP_Summaries_fft_logdev.statav3_s       SP_Summaries_fft_logdev_statav3_s    spectral
SP_Summaries_fft_logdev.area_4_1        SP_Summaries_fft_logdev_area_4_1    spectral
SP_Summaries_fft_logdev.logarea_4_1     SP_Summaries_fft_logdev_logarea_4_1    spectral
SP_Summaries_fft_logdev.area_4_2        SP_Summaries_fft_logdev_area_4_2    spectral
SP_Summaries_fft_logdev.logarea_4_2     SP_Summaries_fft_logdev_logarea_4_2    spectral
SP_Summaries_fft_logdev.area_4_3        SP_Summaries_fft_logdev_area_4_3    spectral
SP_Summaries_fft_logdev.logarea_4_3     SP_Summaries_fft_logdev_logarea_4_3    spectral
SP_Summaries_fft_logdev.area_4_4        SP_Summaries_fft_logdev_area_4_4    spectral
SP_Summaries_fft_logdev.logarea_4_4     SP_Summaries_fft_logdev_logarea_4_4    spectral
SP_Summaries_fft_logdev.statav4_m       SP_Summaries_fft_logdev_statav4_m    spectral
SP_Summaries_fft_logdev.statav4_s       SP_Summaries_fft_logdev_statav4_s    spectral
SP_Summaries_fft_logdev.area_5_1        SP_Summaries_fft_logdev_area_5_1    spectral
SP_Summaries_fft_logdev.logarea_5_1     SP_Summaries_fft_logdev_logarea_5_1    spectral
SP_Summaries_fft_logdev.area_5_2        SP_Summaries_fft_logdev_area_5_2    spectral
SP_Summaries_fft_logdev.logarea_5_2     SP_Summaries_fft_logdev_logarea_5_2    spectral
SP_Summaries_fft_logdev.area_5_3        SP_Summaries_fft_logdev_area_5_3    spectral
SP_Summaries_fft_logdev.logarea_5_3     SP_Summaries_fft_logdev_logarea_5_3    spectral
SP_Summaries_fft_logdev.area_5_4        SP_Summaries_fft_logdev_area_5_4    spectral
SP_Summaries_fft_logdev.logarea_5_4     SP_Summaries_fft_logdev_logarea_5_4    spectral
SP_Summaries_fft_logdev.area_5_5        SP_Summaries_fft_logdev_area_5_5    spectral
SP_Summaries_fft_logdev.logarea_5_5     SP_Summaries_fft_logdev_logarea_5_5    spectral
SP_Summaries_fft_logdev.statav5_m       SP_Summaries_fft_logdev_statav5_m    spectral
SP_Summaries_fft_logdev.statav5_s       SP_Summaries_fft_logdev_statav5_s    spectral
SP_Summaries_fft_logdev.ncross_f05      SP_Summaries_fft_logdev_ncross_f05    spectral
SP_Summaries_fft_logdev.ncross_f01      SP_Summaries_fft_logdev_ncross_f01    spectral
SP_Summaries_fft_logdev.ncross_f02      SP_Summaries_fft_logdev_ncross_f02    spectral
TSTL_localdensity_5_40_ac_fnnmar.minden	TSTL_localdensity_5_40_ac_fnnmar_minden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.maxden	TSTL_localdensity_5_40_ac_fnnmar_maxden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.iqrden	TSTL_localdensity_5_40_ac_fnnmar_iqrden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.rangeden	TSTL_localdensity_5_40_ac_fnnmar_rangeden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.stdden	TSTL_localdensity_5_40_ac_fnnmar_stdden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.meanden	TSTL_localdensity_5_40_ac_fnnmar_meanden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.medianden	TSTL_localdensity_5_40_ac_fnnmar_medianden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.ac1den	TSTL_localdensity_5_40_ac_fnnmar_ac1den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.ac2den	TSTL_localdensity_5_40_ac_fnnmar_ac2den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.ac3den	TSTL_localdensity_5_40_ac_fnnmar_ac3den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.ac4den	TSTL_localdensity_5_40_ac_fnnmar_ac4den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.ac5den	TSTL_localdensity_5_40_ac_fnnmar_ac5den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.tauacden	TSTL_localdensity_5_40_ac_fnnmar_tauacden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_fnnmar.taumiden	TSTL_localdensity_5_40_ac_fnnmar_taumiden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.minden	TSTL_localdensity_5_40_ac_2_minden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.maxden	TSTL_localdensity_5_40_ac_2_maxden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.iqrden	TSTL_localdensity_5_40_ac_2_iqrden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.rangeden	TSTL_localdensity_5_40_ac_2_rangeden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.stdden	TSTL_localdensity_5_40_ac_2_stdden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.meanden	TSTL_localdensity_5_40_ac_2_meanden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.medianden	TSTL_localdensity_5_40_ac_2_medianden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.ac1den	TSTL_localdensity_5_40_ac_2_ac1den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.ac2den	TSTL_localdensity_5_40_ac_2_ac2den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.ac3den	TSTL_localdensity_5_40_ac_2_ac3den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.ac4den	TSTL_localdensity_5_40_ac_2_ac4den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.ac5den	TSTL_localdensity_5_40_ac_2_ac5den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.tauacden	TSTL_localdensity_5_40_ac_2_tauacden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_ac_2.taumiden	TSTL_localdensity_5_40_ac_2_taumiden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.minden	TSTL_localdensity_5_40_1_3_minden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.maxden	TSTL_localdensity_5_40_1_3_maxden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.iqrden	TSTL_localdensity_5_40_1_3_iqrden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.rangeden	TSTL_localdensity_5_40_1_3_rangeden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.stdden	TSTL_localdensity_5_40_1_3_stdden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.meanden	TSTL_localdensity_5_40_1_3_meanden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.medianden	TSTL_localdensity_5_40_1_3_medianden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.ac1den	TSTL_localdensity_5_40_1_3_ac1den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.ac2den	TSTL_localdensity_5_40_1_3_ac2den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.ac3den	TSTL_localdensity_5_40_1_3_ac3den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.ac4den	TSTL_localdensity_5_40_1_3_ac4den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.ac5den	TSTL_localdensity_5_40_1_3_ac5den	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.tauacden	TSTL_localdensity_5_40_1_3_tauacden	nonlinear,tstool,localdensity
TSTL_localdensity_5_40_1_3.taumiden	TSTL_localdensity_5_40_1_3_taumiden	nonlinear,tstool,localdensity
SD_TSTL_surrogates_1_100_1_tc3.normpatponmax	SD_TSTL_surrogates_1_100_1_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.iqrsfrommedian	SD_TSTL_surrogates_1_100_1_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.stdsurr	SD_TSTL_surrogates_1_100_1_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.meansurr	SD_TSTL_surrogates_1_100_1_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.kspminfromext	SD_TSTL_surrogates_1_100_1_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.ksphereonmax	SD_TSTL_surrogates_1_100_1_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_tc3.ksiqrsfrommode	SD_TSTL_surrogates_1_100_1_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.normpatponmax	SD_TSTL_surrogates_mi_100_1_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.iqrsfrommedian	SD_TSTL_surrogates_mi_100_1_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.stdsurr	SD_TSTL_surrogates_mi_100_1_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.meansurr	SD_TSTL_surrogates_mi_100_1_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.kspminfromext	SD_TSTL_surrogates_mi_100_1_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.ksphereonmax	SD_TSTL_surrogates_mi_100_1_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_tc3.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_1_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.normpatponmax	SD_TSTL_surrogates_1_100_2_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.iqrsfrommedian	SD_TSTL_surrogates_1_100_2_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.stdsurr	SD_TSTL_surrogates_1_100_2_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.meansurr	SD_TSTL_surrogates_1_100_2_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.kspminfromext	SD_TSTL_surrogates_1_100_2_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.ksphereonmax	SD_TSTL_surrogates_1_100_2_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_tc3.ksiqrsfrommode	SD_TSTL_surrogates_1_100_2_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.normpatponmax	SD_TSTL_surrogates_mi_100_2_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.iqrsfrommedian	SD_TSTL_surrogates_mi_100_2_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.stdsurr	SD_TSTL_surrogates_mi_100_2_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.meansurr	SD_TSTL_surrogates_mi_100_2_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.kspminfromext	SD_TSTL_surrogates_mi_100_2_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.ksphereonmax	SD_TSTL_surrogates_mi_100_2_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_tc3.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_2_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.normpatponmax	SD_TSTL_surrogates_1_100_3_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.iqrsfrommedian	SD_TSTL_surrogates_1_100_3_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.stdsurr	SD_TSTL_surrogates_1_100_3_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.meansurr	SD_TSTL_surrogates_1_100_3_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.kspminfromext	SD_TSTL_surrogates_1_100_3_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.ksphereonmax	SD_TSTL_surrogates_1_100_3_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_tc3.ksiqrsfrommode	SD_TSTL_surrogates_1_100_3_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.normpatponmax	SD_TSTL_surrogates_mi_100_3_tc3_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.iqrsfrommedian	SD_TSTL_surrogates_mi_100_3_tc3_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.stdsurr	SD_TSTL_surrogates_mi_100_3_tc3_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.meansurr	SD_TSTL_surrogates_mi_100_3_tc3_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.kspminfromext	SD_TSTL_surrogates_mi_100_3_tc3_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.ksphereonmax	SD_TSTL_surrogates_mi_100_3_tc3_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_tc3.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_3_tc3_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.normpatponmax	SD_TSTL_surrogates_1_100_1_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.iqrsfrommedian	SD_TSTL_surrogates_1_100_1_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.stdsurr	SD_TSTL_surrogates_1_100_1_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.meansurr	SD_TSTL_surrogates_1_100_1_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.kspminfromext	SD_TSTL_surrogates_1_100_1_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.ksphereonmax	SD_TSTL_surrogates_1_100_1_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_1_trev.ksiqrsfrommode	SD_TSTL_surrogates_1_100_1_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
